path,classification,active_consumer,manifest_dependency,proposed_action,proposed_destination,reason
code/scripts/evaluation/evaluate_pinn_supersonic_fixedM_checkpoint.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_validate_atlas2d_modal_continuousM_N76.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_validate_lowM_full_branches.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_validate_pinn_supersonic_offanchor_gep_shooting.py,LEGACY_GEP,,no,move after dependency proof,provenance/legacy_gep,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/evaluate_validate_supersonic_branch_selector.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/extract_modal_bank_subset.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/filter_supersonic_rebuilt_curated_and_plot.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/finalize_supersonic_convergence_assets.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/finalize_supersonic_validation_23pts.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/finalize_witness_modal_calibration.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/finalize_witness_spectral_calibration.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/finetune_pinn_supersonic_fixedM_qdef.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/finetune_pinn_supersonic_fixedM_qdef_ode.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/freeze_dense_supersonic_results.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/freeze_supersonic_sparse_PINN_reference_v2.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/freeze_supersonic_v2_assets_and_code.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/inspect_modal_reconstruction_path.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/inspect_solver_api.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/inspect_sparse_supersonic_expand1_raw.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/inspect_witness_solve_result.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/make_KH_shoot_prof_bundle.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/make_KH_shoot_prof_pdf_FAST.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/make_KH_shoot_review_pdf_A4.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/make_supersonic_article_result_figures_N76.py,FINAL_BENCHMARK,,yes,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/make_supersonic_modes_pdf_46pts.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/make_supersonic_validated_review_plots.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/merge_supersonic_neutral_campaigns.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/merge_supersonic_pointwise_strict_reference.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/merge_supersonic_reference_dense_run.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/mstab17_supersonic_solver.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/package_supersonic_sparse_reference_v2_final_freeze.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/polish_supersonic_v2_left_tails.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/probe_witness_trajectories.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/rebuild_supersonic_validated_aggregates_and_plots.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/refit_supersonic_neutral_boundary_secant.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/render_highM_modes_dense.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/repair_blumen_isoline_point.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/repair_lowM_lowalpha_by_mach_continuation.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/repair_lowM_lowalpha_from_available_sources.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/run_N76_cost_shooting.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/run_T401_chunk_N76.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/run_blumen_true_positive_isoline_campaign.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/run_classical_from_scratch.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/run_dense_supersonic_campaign.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/run_dense_supersonic_convergence_audit.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/run_witness_spectral_reproduction.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/search_cr_ci_kappa_q_modulus.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/shooting_supersonic.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/smoke_test_local_supersonic_kappa_q_logamp.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/test_convergence_article_plotting.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/test_convergence_plot_inputs.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/test_kappa_q_modulus_reconstruction.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/test_modal_sample.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/test_mode_alignment.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/test_package_installation.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/test_pointwise_convergence_campaign.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/test_showcase_assets.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/test_spectral_reference.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/test_witness_case.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/track_supersonic_shooting_mach_continuation.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/track_supersonic_shooting_modal_surface.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/track_supersonic_shooting_multistart.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/triage_supersonic_high_mach_existing_candidates.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/evaluation/update_manifest_with_witness.py,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/legacy/__init__.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/legacy/analyze_supersonic_mode_database.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/legacy/archive_old_classical_supersonic_results.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/legacy/cluster_supersonic_mode_families.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/legacy/compute_classical_convergence_errors.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/legacy/dense_gep_notebook_style.py,LEGACY_GEP,,no,move after dependency proof,provenance/legacy_gep,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/legacy/inspect_convergence_results.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/legacy/probe_supersonic_shooting_first_neutral.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/legacy/run_supersonic_gep_blumen_guided_sweep.py,LEGACY_GEP,,no,move after dependency proof,provenance/legacy_gep,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/legacy/track_supersonic_branch_beam_search.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/legacy/track_supersonic_branch_continuation.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/shooting/__init__.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/shooting/solve_continue_global_supersonic_G52_v2.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/shooting/solve_continue_supersonic_neutral_boundary.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/shooting/solve_reconstruct_blumen_supersonic_shooting.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/shooting/solve_reconstruct_dense_supersonic_modes.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/shooting/solve_reconstruct_lowM_full_branch_modes.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/shooting/solve_reconstruct_supersonic_blumen_ci_visual.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/shooting/solve_reconstruct_supersonic_blumen_cr_visual.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/shooting/solve_refine_M18_M19_near_valid_branch.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/shooting/solve_refine_M18_M19_near_valid_branch_7cb1f8ed3e.py,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/training/__init__.py,FINAL_PINN,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/training/train_global_supersonic_kappa_q_logamp.py,FINAL_PINN,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/training/train_global_supersonic_kappa_q_logamp_continuousM.py,FINAL_PINN,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/training/train_kh_supersonic_singlecase_pressure_pq_firstorder.py,FINAL_PINN,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/training/train_kh_supersonic_singlecase_pressure_pq_firstorder_modal_anchors.py,FINAL_PINN,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/training/train_kh_supersonic_singlecase_pressure_pq_firstorder_validated_anchors.py,FINAL_PINN,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/training/train_kh_supersonic_singlecase_pressure_pq_firstorder_validated_anchors_enveloped.py,FINAL_PINN,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/training/train_kh_supersonic_singlecase_pressure_pq_firstorder_validated_anchors_righttail.py,FINAL_PINN,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/training/train_kh_supersonic_singlecase_pressure_pq_firstorder_validated_anchors_tail.py,FINAL_PINN,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/training/train_local_supersonic_kappa_q_logamp.py,FINAL_PINN,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/scripts/training/train_pinn_supersonic_fixedM_pq_modal_anchors.py,FINAL_PINN,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/anchor_budget/benchmark_supersonic_atlas_N24_continuousM_shooting.slurm,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/anchor_budget/benchmark_supersonic_atlas_N36_continuousM_shooting.slurm,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/anchor_budget/benchmark_supersonic_atlas_N48_continuousM_shooting.slurm,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/anchor_budget/benchmark_supersonic_atlas_N60_continuousM_shooting.slurm,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/anchor_budget/train_supersonic_atlas2d_N24_continuousM.slurm,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/anchor_budget/train_supersonic_atlas2d_N36_continuousM.slurm,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/anchor_budget/train_supersonic_atlas2d_N48_continuousM.slurm,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/anchor_budget/train_supersonic_atlas2d_N60_continuousM.slurm,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/atlas_12charts/benchmark_supersonic_atlas_N76_continuousM_shooting.slurm,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/atlas_12charts/benchmark_supersonic_atlas_N76_correctors.slurm,FINAL_BENCHMARK,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/atlas_12charts/smoke_supersonic_atlas2d_N76_C00.slurm,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/atlas_12charts/smoke_supersonic_atlas_N76_correctors.slurm,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/atlas_12charts/train_supersonic_atlas2d_N76.slurm,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/atlas_12charts/train_supersonic_atlas2d_N76_continuousM.slurm,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/chart_overlap/run_supersonic_modal_branch_selector_calibration.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/classical_convergence/jz_audit_M18_M19_refined_convergence.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/classical_convergence/jz_submit_supersonic_shooting_ci_alpha_continuation.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/classical_convergence/jz_submit_supersonic_shooting_ci_alpha_lines.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/classical_convergence/jz_submit_supersonic_shooting_point_batch.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/classical_convergence/jz_submit_supersonic_shooting_point_batch_M140.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/fixed_mach/audit_core_pinn_M180_tail_asinh_w192d6.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/fixed_mach/audit_local_supersonic_fixedM_S4_vs_S4M4.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/fixed_mach/audit_pinn_M180_pq_tail_asinh_w192d6.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/fixed_mach/continue_supersonic_neutral_boundary_pilot.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/fixed_mach/evaluate_pinn_M180_pq_tail_asinh_w192d6.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/fixed_mach/finetune_pinn_M180_qdef005_ode001.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/fixed_mach/finetune_pinn_M180_qdef_w005.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/fixed_mach/finetune_pinn_M180_qdef_w010.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/fixed_mach/slurm_train_pinn_chart_M180_pq_supervised_tail.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/fixed_mach/train_pinn_M180_pq_tail_asinh_w192d6.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/fixed_mach/train_pinn_M180_pq_tail_asinh_w192d6_12h.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/generic_shooting/continue_supersonic_neutral_boundary_grid.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/generic_shooting/continue_supersonic_neutral_boundary_lowM.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/generic_shooting/jz_submit_supersonic_shooting_point_batch_M140_branch_guided.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/generic_shooting/refine_supersonic_neutral_boundary_lowM.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/generic_shooting/submit_supersonic_branch_guided_fronts.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/generic_shooting/submit_supersonic_pointwise_core_band.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/generic_shooting/submit_supersonic_pointwise_extended_band.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/audit_local_supersonic_M150_S4M2_vs_S4M4.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/audit_local_supersonic_M150_dense.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/calibrate_local_supersonic_M150.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/generate_supersonic_atlas_modal_full_v2.slurm,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/generate_supersonic_atlas_modal_pilot.slurm,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/generate_supersonic_atlas_modal_pilot_v2.slurm,FINAL_ATLAS,,no,retain,,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/jz_submit_supersonic_shooting_ci_alpha_spectral_continuation.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/jz_submit_supersonic_shooting_intermediate_mach_spectral.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/jz_submit_supersonic_shooting_modal_front_spectral.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/jz_submit_supersonic_shooting_modal_front_spectral_M140_M150_branch_guided.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/jz_submit_supersonic_shooting_modal_surface.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/jz_submit_supersonic_shooting_modal_surface_M140_branch_guided.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/train_global_supersonic_S4M0_G52_v1.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/train_local_supersonic_M150_long.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/train_local_supersonic_long.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/modal_reconstruction/train_supersonic_S4M0_missing_array.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/build_sparse_supersonic_dataset_v1.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/continue_global_supersonic_G52_v2.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/finalize_dense_supersonic_reference.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/jz_scan_M18_M19_alpha_strict_modal.slurm,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/run_supersonic_blumen_validation_local.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/submit_blumen_neutral_retry_v3.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/submit_blumen_pointwise_classical.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/submit_blumen_repair_v2.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/submit_blumen_true_isolines.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/submit_dense_supersonic_convergence_audit.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/submit_dense_supersonic_lowM_lowalpha_extension.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/submit_dense_supersonic_requested_assets.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/submit_extended_supersonic_assets.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
code/slurm/pinn_direct/submit_final_full_branch_assets.sh,UNRESOLVED,,no,manual review,provenance/,Path-based non-destructive classification; execution-level closure remains to be confirmed before a move.
