article_section,main_or_supplementary,latex_path,source_asset,canonical_asset,sha256,currently_referenced,proposed_article_copy,article_copy_status
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/modes/Fig_supp_modal_overlap_defect.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/modes/Fig_supp_modal_overlap_defect.png,906280243d1450dfe431b01cae7b4f469b7eb1eae08f081b11f824a5a59446f8,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/figures/Fig_atlas_overlap_consistency.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/figures/Fig_atlas_overlap_consistency.png,34114c706a0dc78606a28531dae4732e62fe036cb768b19373d5703d955c7a84,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/figures/Fig_paired_modal_error_ecdf_20.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/figures/Fig_paired_modal_error_ecdf_20.png,4a8d1895583c593535f59980a37af42503a35a31965c69c5f0d5e8cb3119fa2e,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/figures/Fig_representative_mode_M05_a05.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/figures/Fig_representative_mode_M05_a05.png,72a17643aba8071a4f86ebbc68aba2d488fc4f2029cdbb59613f86cc981b1dc0,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/figures/Fig_representative_mode_M05_a05_debug_u.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/figures/Fig_representative_mode_M05_a05_debug_u.png,62e70fd974c477ba301fd807ade98b871f36f36e1e317f576f2bae0be9ba9ff5,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/figures/single_case_ci4_vs_physics/Fig_mode_error_vs_alpha.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/figures/single_case_ci4_vs_physics/Fig_mode_error_vs_alpha.png,709ec246f034396ec0aa661743a190768cfc9e362c7aba05d23aec88b2bc0dec,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/figures/single_case_ci4_vs_physics/Fig_mode_reconstruction_alpha_0.500.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/figures/single_case_ci4_vs_physics/Fig_mode_reconstruction_alpha_0.500.png,76d51be2284ee411964e4b07b99b9bdec0ca71bfa39c2d252d2be114e6d67ade,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_Blumen_PINN_direct_GEP_2x2.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_Blumen_PINN_direct_GEP_2x2.png,3e94916ea144ec7e64c182fa46f0bbc79722a0149d692c46f76e5e5637849863,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_Blumen_classical_PINN_GEP_2x2.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_Blumen_classical_PINN_GEP_2x2.png,e451c39e93b5e2e9b055fae4112a41dd94fd10f7033680cd4b12f90e21db8c47,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_Fig04a_Blumen_PINN_GEP_overlay.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_Fig04a_Blumen_PINN_GEP_overlay.png,612de5d8b6d8130c60810f17bdd30a1c611a211c99f451357c6bcf1ce2503eef,false,false,CANDIDATE
N340/release candidate asset,Supplementary candidate,,pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_SuppFig07_GEP_N_convergence.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_SuppFig07_GEP_N_convergence.png,2877443e85b3b671cd1e46fe5af3ee451a93daf40f99dc5f0b8ebec4f226e6a7,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_ci_error_heatmap_PINN_GEP_vs_classical.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_ci_error_heatmap_PINN_GEP_vs_classical.png,312e965d85a1907491e1603d723b296f34a4a8290fb36dfe54f4b928c19495dc,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_ci_error_heatmap_PINN_GEP_vs_classical_log10_backup.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_ci_error_heatmap_PINN_GEP_vs_classical_log10_backup.png,43c8588fc093e1871a126a41ce66f6777ebcd394180629c91563db34ec40d50e,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_modal_error_mean_heatmap_PINN_GEP_vs_classical.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_modal_error_mean_heatmap_PINN_GEP_vs_classical.png,ebffced64298d1f59d5e23a455de961ec7576a9de6c4e2fac72ff34158bd20f2,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_representative_mode.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_representative_mode.png,a83e5db004328b1504b78ff395952f337b35f05273a51c6e8fd246643cadceb3,false,false,CANDIDATE
N340/release candidate asset,Main candidate,,pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_sparse_ci_anchor_map_Mach_alpha.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/modes/article/results_pinn/release_final/figures/Fig_sparse_ci_anchor_map_Mach_alpha.png,5316ed3494d30076583b3bdb24f9f3229c91fc00925156785667782e7f33cec2,false,false,CANDIDATE
