status,error,source,alpha_set,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_used,ci_used,cr_abs_error,ci_abs_error,complex_spectral_error,ln_p_start_right,stage1_mismatch,stage2_mismatch,stage1_seconds,stage2_seconds,reconstruction_seconds,fixed_c_total_seconds,alignment_real,alignment_imag,shooting_y_min,shooting_y_max,n_shooting_points,n_core20,n_core40,p_rel_l2_core20,p_rel_l2_core40,rho_rel_l2_core20,rho_rel_l2_core40,u_rel_l2_core20,u_rel_l2_core40,v_rel_l2_core20,v_rel_l2_core40,p_overlap_error_core20,p_overlap_error_core40,powell_pass,pinn_spectral_error,corrected_spectral_error,corrected_mismatch,nfev_reported,optimizer_success,oracle_p_rel_l2_core40,oracle_u_rel_l2_core40,oracle_v_rel_l2_core40,initial_optimization_seconds,retry_optimization_seconds,retry_used,adaptive_optimization_seconds,adaptive_total_seconds,modal_max,oracle_modal_max
COMPLETED,,pinn,all,1.0,0.2,False,0.050369431044004,0.0946633168869308,0.0503694287511219,0.0946633162478057,2.2928820994638773e-09,6.391251000659182e-10,2.3802918341195372e-09,-10.827738009491744,,5.031074934096006e-22,,0.9888767851516604,0.1675263941287994,1.15640317928046,0.9999790975269748,0.0065656358518612,-199.3788730254741,199.3788730254741,4512,1601,3201,1.3674739684497836e-06,7.878909433354136e-06,1.3674739684497836e-06,7.878909433354136e-06,1.9459688007409903e-06,7.294368628240321e-06,1.2487629850612111e-06,7.966174078274944e-06,9.35251875944232e-13,3.0274671658503394e-11,retry_wide_240,0.0338582243711274,2.380291771657344e-09,3.0794825688914364e-12,240,False,7.87329392112714e-06,7.289559493069792e-06,7.961298715403208e-06,13.376926853321493,39.52750113978982,True,52.90442799311131,54.06083117239177,7.966174078274944e-06,7.961298715403208e-06
COMPLETED,,pinn,all,1.0,0.205,False,0.059979811826426,0.0915107939103272,0.0599798023752309,0.0915108077260535,9.451195097376353e-09,1.3815726299104549e-08,1.6739157145461053e-08,-12.433208805724622,,1.0898972475154065e-23,,1.0025089904665947,0.1709838872775435,1.1734928777441382,0.999985319924405,0.0058215653150386,-207.59199956250976,207.59199956250976,4512,1601,3201,1.458030467769769e-06,8.948050457006557e-06,1.458030467769769e-06,8.948050457006557e-06,2.054373450127373e-06,8.219102414789167e-06,1.3481821194271122e-06,8.992287509261554e-06,1.06314956838105e-12,3.880096244301967e-11,initial_80,0.0327820872109887,1.6739157144862363e-08,2.729588153906856e-09,80,False,8.925403810800895e-06,8.200699971045958e-06,8.980897914969395e-06,13.507369580678642,0.0,False,13.507369580678642,14.68086245842278,8.992287509261554e-06,8.980897914969395e-06
COMPLETED,,pinn,all,1.0,0.21,False,0.068129548844677,0.0883759719063646,0.0681295490641165,0.0883759989194342,2.1943950823111178e-10,2.7013069600623222e-08,2.7013960889619408e-08,-13.999832422238322,,5.286978884239361e-21,,1.013993440195918,0.1725160181522369,1.186509458348155,0.999986770374148,0.0052010855441586,-215.23154723242124,215.23154723242124,4513,1601,3201,1.543420199433904e-06,1.0065730009612833e-05,1.543420199433904e-06,1.0065730009612833e-05,2.170366848864946e-06,9.195657004164786e-06,1.4413862593753977e-06,1.007210336320114e-05,1.1903811270030928e-12,4.883227155971781e-11,initial_80,0.0312817952963112,2.7013960945579656e-08,5.034382994531665e-09,80,False,1.0058186065923392e-05,9.189714266014884e-06,1.0081994395803058e-05,13.596009940840304,0.0,False,13.596009940840304,14.782519399188459,1.007210336320114e-05,1.0081994395803058e-05
COMPLETED,,pinn,all,1.0,0.215,False,0.0752967720188064,0.0852583958304331,0.0752967595846387,0.0852583996190134,1.2434167695474231e-08,3.788580296704147e-09,1.2998533261247202e-08,-14.99999335625205,,0.3283814042347995,,5.36058203689754,0.1738847531378269,5.534466790035367,0.9999894102865632,0.0046863292811216,-222.6663611563968,222.6663611563968,4513,1601,3201,1.6655259551952532e-06,1.1353394560333673e-05,1.6655259551952532e-06,1.1353394560333673e-05,2.3309789194074687e-06,1.0325377370876849e-05,1.5550193859577165e-06,1.1339055651144852e-05,1.3872236692691329e-12,6.182454548309124e-11,initial_80,0.0293651083118789,1.2998533263010656e-08,2.6809871047317558e-09,80,False,1.1316433036848406e-05,1.029430770678214e-05,1.1307254109916411e-05,13.759816432371736,0.0,False,13.759816432371736,19.294283222407103,1.1353394560333673e-05,1.1316433036848406e-05
COMPLETED,,pinn,all,1.0,0.22,False,0.0817424379261732,0.082157624353902,0.081742452701875,0.0821576142187882,1.4775701800973096e-08,1.0135113803766416e-08,1.7917642019154645e-08,-14.99999335625205,,4.758659275329184,,5.393773223273456,0.1763111595064401,5.570084382779896,0.999992735025883,0.0042285485796717,-230.11647788165376,230.11647788165376,4513,1601,3201,1.7271841034773778e-06,1.2596681907771488e-05,1.7271841034773778e-06,1.2596681907771488e-05,2.4623459954666785e-06,1.1426859403228676e-05,1.6040775250092023e-06,1.2564167806036289e-05,1.4915846335838978e-12,7.577949379111715e-11,initial_80,0.0270694440489338,1.7917641983499077e-08,4.159854263347939e-09,80,False,1.2648288488698475e-05,1.1470588960418416e-05,1.2606146127239514e-05,13.881848325952888,0.0,False,13.881848325952888,19.451932708732784,1.2596681907771488e-05,1.2648288488698475e-05
COMPLETED,,pinn,all,1.0,0.225,False,0.0876278286687524,0.0790732279991764,0.087627846597278,0.0790732515454757,1.7928525594679282e-08,2.354629929923746e-08,2.9594936064947678e-08,-14.99999335625205,,14.79722386134944,,5.428533221594989,0.1772872796282172,5.605820501223207,0.9999942703778204,0.0038117593833922,-237.73734132208773,237.73734132208773,4513,1601,3201,1.8501461486873704e-06,1.3967898208540237e-05,1.8501461486873704e-06,1.3967898208540237e-05,2.6187123118492466e-06,1.2647917164782172e-05,1.740303599424794e-06,1.38748366050927e-05,1.7119639039719914e-12,9.274392365199445e-11,initial_80,0.0244471261089594,2.9594936106983293e-08,7.219430025127347e-09,80,False,1.3988253751593226e-05,1.266250202646453e-05,1.391321968981358e-05,13.975752239115536,0.0,False,13.975752239115536,19.581572740338743,1.3967898208540237e-05,1.3988253751593226e-05
COMPLETED,,pinn,all,1.0,0.23,False,0.0930610599734061,0.0760047899975906,0.0930610658598537,0.0760047759566754,5.886447607128531e-09,1.4040915194413197e-08,1.5224899504698632e-08,-14.99999335625205,,31.223866412131223,,5.466407417319715,0.1788298161700368,5.645237233489752,0.9999944929649196,0.0034474959407815,-245.65448782269712,245.65448782269712,4513,1601,3201,1.967166310659639e-06,1.5518287036522158e-05,1.967166310659639e-06,1.5518287036522158e-05,2.815599330617493e-06,1.4029745667757562e-05,1.8473352680953e-06,1.5420000283097782e-05,1.9347856650142603e-12,1.1394762911010048e-10,initial_80,0.0215606862650887,1.5224899485698036e-08,3.969894963303406e-09,80,False,1.5557697272363716e-05,1.4064378470291283e-05,1.5448192536685033e-05,14.125022535212338,0.0,False,14.125022535212338,19.77025976870209,1.5518287036522158e-05,1.5557697272363716e-05
COMPLETED,,pinn,all,1.0,0.235,False,0.0981188972948216,0.0729519045736324,0.0981188883662052,0.0729519193664455,8.92861638790432e-09,1.4792813099462345e-08,1.7278527425622194e-08,-14.99999335625205,,55.09966560216664,,5.508366494439542,0.1797336712479591,5.688100165687501,0.999996119597087,0.0031066370883648,-253.97921977996955,253.97921977996955,4513,1601,3201,2.1264935334596403e-06,1.7341788963200176e-05,2.1264935334596403e-06,1.7341788963200176e-05,2.9913310298809544e-06,1.565819088097203e-05,2.019101708804433e-06,1.7185402789405466e-05,2.2608581673466688e-12,1.4164558415075135e-10,initial_80,0.0184799365143679,1.7278527461266122e-08,4.750643854046831e-09,80,False,1.728783058270497e-05,1.5611049373330555e-05,1.7142280072465348e-05,14.24316011276096,0.0,False,14.24316011276096,19.931260278448462,1.7341788963200176e-05,1.728783058270497e-05
COMPLETED,,pinn,all,1.0,0.24,False,0.1028582442907003,0.0699141772819918,0.1028582387749578,0.0699141778499276,5.515742501627231e-09,5.67935795614538e-10,5.544904544913044e-09,-14.99999335625205,,87.8097295985743,,5.536390562541783,0.1801194287836551,5.716509991325438,0.9999985069861764,0.0027950002201766,-262.81986971015215,262.81986971015215,4514,1601,3201,2.2519267616333816e-06,1.8996746851656226e-05,2.2519267616333816e-06,1.8996746851656226e-05,3.172476579345155e-06,1.7146403178151673e-05,2.137572687657116e-06,1.8816440327033025e-05,2.5355273436389325e-12,1.6921164469607675e-10,initial_80,0.0152788634346026,5.54490448969384e-09,1.6291651301954767e-09,80,False,1.897966392796282e-05,1.7132192765632468e-05,1.879866739416705e-05,14.384068680927156,0.0,False,14.384068680927156,20.100578672252595,1.8996746851656226e-05,1.897966392796282e-05
COMPLETED,,pinn,all,1.0,0.245,False,0.1073227166314896,0.0668912242537501,0.1073227182859232,0.0668912312035917,1.6544336040036354e-09,6.949841591108452e-09,7.144049880254009e-09,-14.99999335625205,,131.1321849931829,,5.587473853491247,0.1824491713196039,5.769923024810851,0.9999990648502062,0.0025088227607411,-272.28736084011194,272.28736084011194,4514,1601,3201,2.3962201904891507e-06,2.099994173141344e-05,2.3962201904891507e-06,2.099994173141344e-05,3.4040313247712884e-06,1.895983331323e-05,2.279796942303045e-06,2.077457097683937e-05,2.869815496353567e-12,2.0581303328270903e-10,initial_80,0.0120327502072419,7.144049977326393e-09,2.161127984584733e-09,80,False,2.098742197004512e-05,1.8947832279490253e-05,2.0768151791085403e-05,14.521180243231356,0.0,False,14.521180243231356,20.291103268042207,2.099994173141344e-05,2.098742197004512e-05
COMPLETED,,pinn,all,1.0,0.25,False,0.111546652099929,0.0638826719697617,0.1115466564784931,0.0638826659067855,4.378564094631443e-09,6.0629762044239754e-09,7.478736790809463e-09,-14.99999335625205,,187.3424631094056,,5.632117571309209,0.1828613821417093,5.814978953450918,0.9999986432009328,0.0022452462966204,-282.5017189168406,282.5017189168406,4514,1601,3201,2.522331484883349e-06,2.316869819218108e-05,2.522331484883349e-06,2.316869819218108e-05,3.67062305282274e-06,2.093246764177248e-05,2.402250739749893e-06,2.291320842132885e-05,3.180677943248611e-12,2.493795170366297e-10,initial_80,0.0088153967520779,7.478736807059476e-09,2.3957270937526707e-09,80,False,2.319769622546188e-05,2.09580103988409e-05,2.293883959496686e-05,14.672612929716706,0.0,False,14.672612929716706,20.487591883167624,2.316869819218108e-05,2.319769622546188e-05
COMPLETED,,pinn,all,1.0,0.255,False,0.1155576834965087,0.0608881568885657,0.1155576831465266,0.0608881461736019,3.499820988572821e-10,1.071496379817516e-08,1.0720677994685074e-08,-14.99999335625205,,259.35672855569766,,5.660778530873358,0.1838509403169155,5.844629471190274,0.9999990512897724,0.001991540832056,-293.59684310444464,293.59684310444464,4514,1601,3201,2.695056817538098e-06,2.530612487393628e-05,2.695056817538098e-06,2.530612487393628e-05,3.960909712885303e-06,2.28857875849292e-05,2.574481476504506e-06,2.501771036829192e-05,3.631317468943962e-12,2.9593238970448965e-10,initial_80,0.0056968951493771,1.0720677930003075e-08,3.6298714807495534e-09,80,False,2.533759858492733e-05,2.2914848008116315e-05,2.5040597438993772e-05,14.82464811578393,0.0,False,14.82464811578393,20.669277586974204,2.530612487393628e-05,2.533759858492733e-05
COMPLETED,,pinn,all,1.0,0.26,False,0.1193784584953749,0.0579073250083236,0.1193784497944804,0.0579073409979683,8.700894504887202e-09,1.598964469856634e-08,1.8203689262662312e-08,-14.99999335625205,,350.9336630249845,,5.7449465887621045,0.1861644992604851,5.93111108802259,0.9999994876246452,0.0017670368540221,-305.72655411778885,305.72655411778885,4514,1601,3201,2.91353422358094e-06,2.7974204341183484e-05,2.91353422358094e-06,2.7974204341183484e-05,4.238469707222302e-06,2.531841712227137e-05,2.801704060884579e-06,2.7626979591138664e-05,4.2446046677468985e-12,3.596652975446091e-10,initial_80,0.0027423958345059,1.8203689254414243e-08,6.318496651807473e-09,80,False,2.789769109361514e-05,2.525043374625428e-05,2.7558633620396107e-05,14.87350345030427,0.0,False,14.87350345030427,20.80461453832686,2.7974204341183484e-05,2.789769109361514e-05
COMPLETED,,pinn,all,1.0,0.265,True,0.1230278287323319,0.0549398320238557,0.1230278368424082,0.0549398161480035,8.110076304967961e-09,1.587585220230725e-08,1.7827395233794158e-08,-14.99999335625205,,466.9601730885904,,5.794333613477647,0.1877389047294855,5.982072518207133,0.9999999696953158,0.0015596060427478,-319.07209007638016,319.07209007638016,4514,1601,3201,3.022534912542185e-06,3.066703683755412e-05,3.022534912542185e-06,3.066703683755412e-05,4.487228216082374e-06,2.7788181852237027e-05,2.894077528037177e-06,3.0291293072031475e-05,4.568345701727594e-12,4.3013237416289485e-10,initial_80,1.1993300237655166e-05,1.7827395234598224e-08,6.474113020695489e-09,77,True,3.074512582715948e-05,2.785773090816399e-05,3.0361706232724265e-05,14.469401222653689,0.0,False,14.469401222653689,20.45147374086082,3.066703683755412e-05,3.074512582715948e-05
COMPLETED,,pinn,all,1.0,0.27,False,0.1265216952031328,0.051985341826045,0.1265217046188111,0.0519853376364763,9.41567829260137e-09,4.189568698909074e-09,1.0305701509001865e-08,-14.99999335625205,,613.8433481006309,,5.819392595440149,0.1884094905108213,6.007802085950971,1.0000003042707415,0.0013583160182602,-333.8490840788982,333.8490840788982,4515,1601,3201,3.243899674975093e-06,3.342668927902943e-05,3.243899674975093e-06,3.342668927902943e-05,4.906691850138178e-06,3.0347777867614386e-05,3.116919235515316e-06,3.3000078875606095e-05,5.2614579360010786e-12,5.079460185797301e-10,initial_80,0.0024412488152235,1.0305701548435498e-08,3.394641165178288e-09,80,False,3.346705700690374e-05,3.0382298555724917e-05,3.304277629816004e-05,15.16369436495006,0.0,False,15.16369436495006,21.17149645090103,3.342668927902943e-05,3.346705700690374e-05
COMPLETED,,pinn,all,1.0,0.275,False,0.1298736305102899,0.0490435280560056,0.1298736281828102,0.0490435092639662,2.327479708963409e-09,1.879203939680885e-08,1.893562532600527e-08,-14.99999335625205,,800.0961484127595,,5.974574769847095,0.1968368971720338,6.171411667019129,1.0000009995611283,0.0011725759231,-350.320839394882,350.320839394882,4515,1601,3201,3.4264478650895164e-06,3.656197675962304e-05,3.4264478650895164e-06,3.656197675962304e-05,5.381402204837635e-06,3.326187898335202e-05,3.2964532534832804e-06,3.610795545544943e-05,5.870193220403053e-12,6.038323174806236e-10,initial_80,0.0045668912551234,1.8935625305346442e-08,7.668248038091638e-09,80,False,3.663339214559451e-05,3.332849219488084e-05,3.616483747264155e-05,15.403497039340436,0.0,False,15.403497039340436,21.574908706359565,3.656197675962304e-05,3.663339214559451e-05
COMPLETED,,pinn,all,1.0,0.28,False,0.1330953299345456,0.0461140721276878,0.1330953445226659,0.0461140785190738,1.4588120295089269e-08,6.391386003778976e-09,1.5926803470668473e-08,-14.99999335625205,,1037.1689825999572,,6.070275519043207,0.1960452971979975,6.266320816241205,1.00000221793299,0.0010108273301375,-368.8116982217386,368.8116982217386,4515,1601,3201,3.680754058962853e-06,4.03058858580459e-05,3.680754058962853e-06,4.03058858580459e-05,5.869711578153908e-06,3.674500371799009e-05,3.554291080231248e-06,3.977515874913339e-05,6.77347067323808e-12,7.289935322063457e-10,initial_80,0.0063219140733468,1.5926803532652028e-08,5.968613448927771e-09,80,False,4.031307183392861e-05,3.674731077885344e-05,3.979625495625196e-05,15.593120843172072,0.0,False,15.593120843172072,21.859441659413278,4.03058858580459e-05,4.031307183392861e-05
COMPLETED,,pinn,all,1.0,0.285,False,0.1361969665986558,0.0431966635770222,0.1361969565340026,0.0431966604652882,1.0064653194197248e-08,3.1117339954755963e-09,1.0534710835047318e-08,-14.99999335625205,,1340.7161368552313,,6.019623876549304,0.1964573059231043,6.216081182472408,1.0000012548185682,0.0008537829612799,-389.7296335101487,389.7296335101487,4515,1601,3201,3.926506077361539e-06,4.3940640471653695e-05,3.926506077361539e-06,4.3940640471653695e-05,6.313932191876008e-06,4.013024515122069e-05,3.802146162448239e-06,4.338852967977517e-05,7.708722549182312e-12,8.602506484933771e-10,initial_80,0.0076694103168901,1.0534710777913861e-08,4.7591577203175605e-09,80,False,4.393158681887857e-05,4.012496608415825e-05,4.337037976995191e-05,15.759392595849931,0.0,False,15.759392595849931,21.97547377832234,4.3940640471653695e-05,4.393158681887857e-05
COMPLETED,,pinn,all,1.0,0.29,False,0.1391874590368678,0.040290999984792,0.1391874567619973,0.0402909947658884,2.274870486429492e-09,5.218903600945346e-09,5.693152951220286e-09,-14.99999335625205,,1732.5034469428967,,6.045106626115739,0.1968905879184603,6.2419972140342,1.0000018258189487,0.0007102752281501,-413.594222541417,413.594222541417,4515,1601,3201,4.155144259822795e-06,4.7668193554598745e-05,4.155144259822795e-06,4.7668193554598745e-05,6.900574054604795e-06,4.364627202527104e-05,4.0229260073189656e-06,4.706862038969025e-05,8.632428105670442e-12,1.004549332606075e-09,initial_80,0.0085805865307969,5.693152933768839e-09,2.7270111472692717e-09,80,False,4.76888455411924e-05,4.366610935408852e-05,4.708440089033915e-05,15.935156703926625,0.0,False,15.935156703926625,22.177153917960823,4.7668193554598745e-05,4.76888455411924e-05
COMPLETED,,pinn,all,1.0,0.295,False,0.1420746815122738,0.0373967867420934,0.1420746919265336,0.0373967722015421,1.0414259815627602e-08,1.4540551304675908e-08,1.7885313521191295e-08,-14.99999335625205,,2243.41684221626,,6.104006490670145,0.1986259762197733,6.302632466889918,1.0000016901958069,0.0005882794792668,-441.0804922092568,441.0804922092568,4516,1601,3201,4.36435996936054e-06,5.208104376063386e-05,4.36435996936054e-06,5.208104376063386e-05,7.79876429581815e-06,4.784403218166346e-05,4.222819625674396e-06,5.14282470567292e-05,9.523937194444444e-12,1.1902808738639692e-09,initial_80,0.0090364366762141,1.7885313498626334e-08,7.893413423805027e-09,80,False,5.2178892566145805e-05,4.79314390846553e-05,5.152596294290653e-05,16.14798134472221,0.0,False,16.14798134472221,22.45061381161213,5.208104376063386e-05,5.2178892566145805e-05
COMPLETED,,pinn,all,1.0,0.3,False,0.1448656309735745,0.0345137362903051,0.1448656301860384,0.0345137202072961,7.875360918951911e-10,1.6083009000966708e-08,1.6102279081583878e-08,-14.99999335625205,,2918.29790421641,,6.176175529137254,0.2009573588147759,6.37713288795203,1.000002216278506,0.0004705804260077,-473.08194188047065,473.08194188047065,4516,1601,3201,4.651512326549686e-06,5.7050619466527e-05,4.651512326549686e-06,5.7050619466527e-05,8.753755473980372e-06,5.2566813761768864e-05,4.513959174055968e-06,5.6357784583810494e-05,1.0818235196552449e-11,1.417621353638765e-09,initial_80,0.00902875894945,1.6102279016493608e-08,7.467643364677857e-09,80,False,5.713694611279583e-05,5.26471241854238e-05,5.643479746206838e-05,16.31000746227801,0.0,False,16.31000746227801,22.687140350230038,5.7050619466527e-05,5.713694611279583e-05
COMPLETED,,pinn,all,1.0,0.305,False,0.1475665612791113,0.0316415687502149,0.1475665477451601,0.0316415571687331,1.3533951209732107e-08,1.1581481801359317e-08,1.7812876131120047e-08,-14.99999335625205,,3824.0272569837534,,6.232846570201218,0.2036315174773335,6.436478087678552,1.000002193205433,0.0003654539521539,-510.8085943310463,510.8085943310463,4516,1601,3201,4.985827433713212e-06,6.208734649392791e-05,4.985827433713212e-06,6.208734649392791e-05,9.398098625483857e-06,5.733383641697008e-05,4.85081626424796e-06,6.135792526257915e-05,1.2428946760678627e-11,1.6624183141189521e-09,initial_80,0.0085602202656781,1.7812876096497304e-08,8.477512691884796e-09,80,False,6.212815145009973e-05,5.737620254434969e-05,6.13812238715899e-05,16.48917744215578,0.0,False,16.48917744215578,22.92565552983433,6.208734649392791e-05,6.212815145009973e-05
COMPLETED,,pinn,all,1.0,0.31,False,0.1501830911082068,0.0287800107969297,0.1501831056568238,0.0287800174206603,1.4548617005560873e-08,6.6237305987315595e-09,1.5985495419881977e-08,-14.99999335625205,,5063.526025129594,,6.405063258484006,0.206002221442759,6.611065479926765,1.0000028815121729,0.0002725253950854,-555.9412237475879,555.9412237475879,4516,1601,3201,5.301274133775972e-06,6.720806024389716e-05,5.301274133775972e-06,6.720806024389716e-05,9.8963809331365e-06,6.220196670803048e-05,5.1631483638591895e-06,6.64045564196524e-05,1.405175975577322e-11,1.9289885244688776e-09,initial_80,0.0076434296141599,1.598549548539539e-08,7.537750305800046e-09,80,False,6.719377940406558e-05,6.218362581106489e-05,6.640638362935433e-05,16.833153798244894,0.0,False,16.833153798244894,23.44421927817166,6.720806024389716e-05,6.719377940406558e-05
COMPLETED,,pinn,all,1.0,0.315,False,0.1527202937243574,0.0259287963122211,0.1527202894128522,0.0259287840411013,4.3115051806541516e-09,1.2271119800844056e-08,1.3006515985823208e-08,-14.99999335625205,,6801.212123554719,,6.491807737387717,0.2092752745375037,6.7010830119252205,1.0000026935023951,0.0001919335173201,-610.8872790583295,610.8872790583295,4516,1601,3201,5.560866376872525e-06,7.288936290276655e-05,5.560866376872525e-06,7.288936290276655e-05,1.152832500362821e-05,6.773918628618164e-05,5.417918456569721e-06,7.20687418690114e-05,1.5461520952442243e-11,2.243970897986003e-09,initial_80,0.0062991163676613,1.3006515911776122e-08,6.4366896395133825e-09,80,False,7.295988324946261e-05,6.780646828209212e-05,7.212992869151468e-05,17.235860800370574,0.0,False,17.235860800370574,23.936943812295794,7.288936290276655e-05,7.295988324946261e-05
COMPLETED,,pinn,all,1.0,0.32,False,0.1551827691540694,0.0230876654706422,0.1551827735464341,0.0230876753177998,4.39236469418347e-09,9.84715759974608e-09,1.0782364323326608e-08,-14.99999335625205,,9311.705790922424,,6.7207319885492325,0.2178755598142743,6.938607548363507,1.0000032328816864,0.0001231956637042,-679.2173821974483,679.2173821974483,4516,1601,3201,5.96752564481207e-06,7.96167759042793e-05,5.96752564481207e-06,7.96167759042793e-05,1.502992263122936e-05,7.453239520966481e-05,5.826213960118359e-06,7.873354816860115e-05,1.7805534824333336e-11,2.649519603714623e-09,initial_80,0.0045539680445837,1.0782364385329676e-08,5.443430685921402e-09,80,False,7.955833945391711e-05,7.447644560435704e-05,7.868319374772327e-05,17.752074672840536,0.0,False,17.752074672840536,24.690682221204042,7.96167759042793e-05,7.955833945391711e-05
COMPLETED,,pinn,all,1.0,0.325,False,0.1575747050177987,0.0202563643575863,0.1575747205781912,0.020256369110035,1.5560392502278475e-08,4.752448701933476e-09,1.6269959541728226e-08,-14.99999335625205,,13079.98424244927,,6.746662777848542,0.2177818901836872,6.964444668032229,1.0000032365241518,6.628892250573096e-05,-766.4751243146441,766.4751243146441,4517,1601,3201,6.329371713436988e-06,8.669116790950343e-05,6.329371713436988e-06,8.669116790950343e-05,1.9091252045359e-05,8.180552490608189e-05,6.186617697252275e-06,8.575577771552476e-05,2.0030865854892e-11,3.1074797179897473e-09,initial_80,0.0024384456082277,1.626995962218087e-08,7.378356753279425e-09,80,False,8.667938690110356e-05,8.178923599746547e-05,8.576100064390056e-05,18.403781744651496,0.0,False,18.403781744651496,25.368226412683725,8.669116790950343e-05,8.667938690110356e-05
COMPLETED,,pinn,all,1.0,0.33,True,0.1598999343016857,0.0174346473149311,0.1598999333559143,0.0174346579001691,9.45771405636009e-10,1.0585238002097652e-08,1.0627405474186585e-08,-14.99999335625205,,19023.90485023746,,7.025636253878474,0.2275254866108298,7.253161740489304,1.0000036895787443,2.123887936474348e-05,-881.7467153219684,881.7467153219684,4517,1601,3201,6.709972010193752e-06,9.408619377342216e-05,6.709972010193752e-06,9.408619377342216e-05,2.199094702819612e-05,8.92223225976379e-05,6.571555415770256e-06,9.312801446765684e-05,2.251188124802184e-11,3.614888721692465e-09,initial_80,1.853898847681637e-05,1.0627405523551733e-08,5.4789308589034785e-09,80,False,9.400913255106076e-05,8.915116588801291e-05,9.305333373051076e-05,19.021695635281503,0.0,False,19.021695635281503,26.274857375770807,9.408619377342216e-05,9.400913255106076e-05
COMPLETED,,pinn,all,1.0,0.335,False,0.1621619650587023,0.0146222731676132,0.1621619718394101,0.014622281679363,6.780707800801977e-09,8.511749801515256e-09,1.0882457579216736e-08,-14.99999335625205,,29045.734161727483,,6.6497377241030335,0.2156173642724752,6.865355088375509,1.00000392585111,-1.2298171737413183e-05,-1041.042513489887,1041.042513489887,4517,1601,3201,7.082214892221232e-06,0.0001016253599064,7.082214892221232e-06,0.0001016253599064,2.3360623107292085e-05,9.655168275681385e-05,6.93901254657578e-06,0.0001006284706261,2.5078383814047808e-11,4.1610512813150535e-09,initial_80,0.0027734240569187,1.0882457610423589e-08,5.728149513381874e-09,80,False,0.0001015688363224,9.64965360006855e-05,0.0001005813281705,19.739202497527003,0.0,False,19.739202497527003,26.604557585902512,0.0001016253599064,0.0001015688363224
COMPLETED,,pinn,all,1.0,0.34,False,0.1643640295114108,0.0118190064873413,0.1643640490371428,0.011818987164523,1.9525732003478072e-08,1.932281829854221e-08,2.747044807188491e-08,-14.99999335625205,,41892.25252656864,,8.59476450830698,0.2787233125418424,8.873487820848823,1.0000040354694693,-3.417542656692434e-05,-1199.9999999999932,1199.9999999999932,4517,1601,3201,7.414606306968586e-06,0.0001090275928478,7.414606306968586e-06,0.0001090275928478,2.7744470165111885e-05,0.0001043104525139,7.262397764987899e-06,0.0001080000056519,2.7488678000509023e-11,4.723293534070194e-09,initial_80,0.0058042664806548,2.74704480354836e-08,1.5077763734630595e-08,80,False,0.0001091938238848,0.00010445840879,0.0001081824573595,20.567433239892125,0.0,False,20.567433239892125,29.440921060740948,0.0001090275928478,0.0001091938238848
COMPLETED,,pinn,all,1.0,0.345,False,0.1665091101224234,0.0090246176943539,0.1665091144578755,0.0090246079776167,4.335452108428228e-09,9.716737199572112e-09,1.0640071747409565e-08,-14.99999335625205,,44687.40888641703,,8.86492014490068,0.2854885412380099,9.15040868613869,1.0000044137465414,-4.422361470144407e-05,-1199.9999999999932,1199.9999999999932,4517,1601,3201,7.866367336469293e-06,0.0001178644554746,7.866367336469293e-06,0.0001178644554746,3.593162972178736e-05,0.0001141553592542,7.7157522188641e-06,0.0001168249503105,3.0939362183346475e-11,5.438754113740174e-09,initial_80,0.0090763531382904,1.0640071708025033e-08,6.0456591852219904e-09,80,False,0.000117945419216,0.000114229680886,0.0001169087354443,21.69248349312693,0.0,False,21.69248349312693,30.84289217926562,0.0001178644554746,0.000117945419216
COMPLETED,,pinn,all,1.0,0.35,False,0.1685999676593348,0.0062388836682454,0.1685999486939479,0.0062388870840785,1.8965386899827408e-08,3.415833099880416e-09,1.9270542701916408e-08,-14.99999335625205,,47594.32911348729,,9.298529469408097,0.3028921447694301,9.601421614177523,1.000004776728978,-4.295611954434144e-05,-1199.9999999999932,1199.9999999999932,4517,1601,3201,8.34731307163555e-06,0.0001273082934196,8.34731307163555e-06,0.0001273082934196,6.13688073737343e-05,0.0001292115295514,8.200725240686515e-06,0.0001262712217166,3.48382434012251e-11,6.2462957028941454e-09,initial_80,0.0125601770228858,1.92705427039151e-08,9.767321448626392e-09,80,False,0.000127270522811,0.0001291871306989,0.0001262130373079,21.68720747716725,0.0,False,21.68720747716725,31.288629091344774,0.0001292115295514,0.0001291871306989
COMPLETED,,pinn,all,1.0,0.355,False,0.1706391613231045,0.0034615899609482,0.1706391662570097,0.0034615943623987,4.933905201065514e-09,4.401450500075843e-09,6.611821763910399e-09,-14.99999335625205,,50615.24494288035,,8.471815860830247,0.275395343080163,8.74721120391041,1.0000051638252512,-3.0707591022905654e-05,-1199.9999999999932,1199.9999999999932,4517,1601,3201,8.810360310384643e-06,0.0001372272467183,8.810360310384643e-06,0.0001372272467183,0.0001732059079507,0.0001875037119853,8.668585183349722e-06,0.0001361480444966,3.881084342793884e-11,7.140513846870533e-09,initial_80,0.01622814753757,6.611821811834396e-09,6.93779701454097e-09,80,False,0.000137190800248,0.0001874680246285,0.0001361175809936,22.818577798083425,0.0,False,22.818577798083425,31.565789001993835,0.0001875037119853,0.0001874680246285
